s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile"
 2.6785428E-002, 3.5613587E+001, 3.5785951E+001, 3.5924883E+001, 3.5984181E+001, 3.5925268E+001, 3.5735915E+001, 3.5438147E+001, 3.5075596E+001, 3.4699027E+001, 3.4361672E+001, 3.4112471E+001, 3.3982477E+001, 3.3975887E+001, 3.4072453E+001, 3.4236372E+001, 3.4426162E+001
 2.6896571E-002, 3.5691472E+001, 3.5874738E+001, 3.6012355E+001, 3.6053866E+001, 3.5961549E+001, 3.5730726E+001, 3.5393523E+001, 3.5000707E+001, 3.4606456E+001, 3.4264771E+001, 3.4022907E+001, 3.3908117E+001, 3.3920183E+001, 3.4035196E+001, 3.4214794E+001, 3.4416140E+001
 2.7007714E-002, 3.5754101E+001, 3.5941911E+001, 3.6071102E+001, 3.6088985E+001, 3.5961377E+001, 3.5693597E+001, 3.5327818E+001, 3.4919115E+001, 3.4521593E+001, 3.4187623E+001, 3.3961708E+001, 3.3866957E+001, 3.3898698E+001, 3.4029727E+001, 3.4220006E+001, 3.4426642E+001
 2.7118857E-002, 3.5792509E+001, 3.5976768E+001, 3.6090041E+001, 3.6080012E+001, 3.5918625E+001, 3.5622767E+001, 3.5243557E+001, 3.4837173E+001, 3.4454026E+001, 3.4141834E+001, 3.3940719E+001, 3.3869461E+001, 3.3919602E+001, 3.4061729E+001, 3.4255517E+001, 3.4459560E+001
 2.7230000E-002, 3.5798210E+001, 3.5969837E+001, 3.6060775E+001, 3.6021991E+001, 3.5833335E+001, 3.5522979E+001, 3.5148281E+001, 3.4763432E+001, 3.4412591E+001, 3.4136145E+001, 3.3967790E+001, 3.3921690E+001, 3.3986737E+001, 3.4132985E+001, 3.4321598E+001, 3.4514311E+001
 2.7341143E-002, 3.5763677E+001, 3.5913607E+001, 3.5978534E+001, 3.5915465E+001, 3.5712357E+001, 3.5405807E+001, 3.5054867E+001, 3.4708988E+001, 3.4405319E+001, 3.4175625E+001, 3.4045394E+001, 3.4023794E+001, 3.4098334E+001, 3.4240472E+001, 3.4414736E+001, 3.4587553E+001
 2.7452285E-002, 3.5683400E+001, 3.5803860E+001, 3.5843311E+001, 3.5766703E+001, 3.5568177E+001, 3.5287380E+001, 3.4979179E+001, 3.4685959E+001, 3.4438770E+001, 3.4261380E+001, 3.4170415E+001, 3.4169886E+001, 3.4247082E+001, 3.4376608E+001, 3.4527993E+001, 3.4673588E+001
 2.7563428E-002, 3.5555886E+001, 3.5641856E+001, 3.5661262E+001, 3.5587301E+001, 3.5416273E+001, 3.5184052E+001, 3.4935433E+001, 3.4703959E+001, 3.4516241E+001, 3.4390227E+001, 3.4334710E+001, 3.4349081E+001, 3.4421346E+001, 3.4530487E+001, 3.4652147E+001, 3.4765326E+001
 2.7674571E-002, 3.5386192E+001, 3.5436643E+001, 3.5445626E+001, 3.5392938E+001, 3.5271726E+001, 3.5107621E+001, 3.4931115E+001, 3.4765885E+001, 3.4635320E+001, 3.4554198E+001, 3.4526068E+001, 3.4547192E+001, 3.4607084E+001, 3.4689693E+001, 3.4777238E+001, 3.4855488E+001
 2.7785714E-002, 3.5187719E+001, 3.5205998E+001, 3.5216060E+001, 3.5201141E+001, 3.5146127E+001, 3.5062068E+001, 3.4963805E+001, 3.4865089E+001, 3.4786091E+001, 3.4740300E+001, 3.4729330E+001, 3.4748590E+001, 3.4789859E+001, 3.4842128E+001, 3.4894051E+001, 3.4937690E+001
 2.7896857E-002, 3.4981820E+001, 3.4974789E+001, 3.4995925E+001, 3.5028500E+001, 3.5045876E+001, 3.5043282E+001, 3.5021577E+001, 3.4985611E+001, 3.4951257E+001, 3.4931109E+001, 3.4927634E+001, 3.4937820E+001, 3.4956475E+001, 3.4977419E+001, 3.4995158E+001, 3.5007101E+001
 2.8008000E-002, 3.4794544E+001, 3.4770691E+001, 3.4808198E+001, 3.4888279E+001, 3.4972461E+001, 3.5041813E+001, 3.5086929E+001, 3.5105787E+001, 3.5108747E+001, 3.5106580E+001, 3.5103847E+001, 3.5100823E+001, 3.5095969E+001, 3.5087622E+001, 3.5075311E+001, 3.5060575E+001
 2.8119143E-002, 3.4651164E+001, 3.4618581E+001, 3.4671473E+001, 3.4789210E+001, 3.4924326E+001, 3.5047249E+001, 3.5142540E+001, 3.5204006E+001, 3.5236294E+001, 3.5247023E+001, 3.5242259E+001, 3.5225833E+001, 3.5200031E+001, 3.5167312E+001, 3.5131299E+001, 3.5096412E+001
 2.8230285E-002, 3.4570277E+001, 3.4535479E+001, 3.4597270E+001, 3.4735538E+001, 3.4899109E+001, 3.5052073E+001, 3.5176384E+001, 3.5264457E+001, 3.5316613E+001, 3.5336725E+001, 3.5330567E+001, 3.5304221E+001, 3.5263174E+001, 3.5213390E+001, 3.5161615E+001, 3.5114032E+001
 2.8341428E-002, 3.4559462E+001, 3.4527455E+001, 3.4588975E+001, 3.4727644E+001, 3.4895026E+001, 3.5053372E+001, 3.5184214E+001, 3.5280734E+001, 3.5341477E+001, 3.5367340E+001, 3.5362027E+001, 3.5331542E+001, 3.5283074E+001, 3.5225055E+001, 3.5166312E+001, 3.5113864E+001
 2.8452571E-002, 3.4613816E+001, 3.4588906E+001, 3.4641923E+001, 3.4762478E+001, 3.4910908E+001, 3.5052211E+001, 3.5168933E+001, 3.5256164E+001, 3.5313256E+001, 3.5339983E+001, 3.5337263E+001, 3.5308741E+001, 3.5261238E+001, 3.5204164E+001, 3.5147246E+001, 3.5097532E+001
 2.8563714E-002, 3.4717526E+001, 3.4703938E+001, 3.4744072E+001, 3.4833468E+001, 3.4945271E+001, 3.5051703E+001, 3.5137906E+001, 3.5201262E+001, 3.5243480E+001, 3.5265144E+001, 3.5264978E+001, 3.5243012E+001, 3.5203743E+001, 3.5155805E+001, 3.5108518E+001, 3.5068183E+001
 2.8674857E-002, 3.4847747E+001, 3.4849327E+001, 3.4877158E+001, 3.4930152E+001, 3.4995126E+001, 3.5055089E+001, 3.5100023E+001, 3.5129949E+001, 3.5149245E+001, 3.5160310E+001, 3.5160905E+001, 3.5147589E+001, 3.5121372E+001, 3.5088535E+001, 3.5056674E+001, 3.5030590E+001
 2.8786000E-002, 3.4979529E+001, 3.4998578E+001, 3.5018673E+001, 3.5038196E+001, 3.5055066E+001, 3.5064498E+001, 3.5063737E+001, 3.5056357E+001, 3.5049134E+001, 3.5046105E+001, 3.5044987E+001, 3.5039986E+001, 3.5028576E+001, 3.5013723E+001, 3.5000226E+001, 3.4990761E+001
 2.8897143E-002, 3.5090514E+001, 3.5126441E+001, 3.5144953E+001, 3.5140500E+001, 3.5117011E+001, 3.5080275E+001, 3.5036140E+001, 3.4993042E+001, 3.4960130E+001, 3.4942357E+001, 3.4937578E+001, 3.4938919E+001, 3.4941178E+001, 3.4943846E+001, 3.4948382E+001, 3.4955024E+001
 2.9008285E-002, 3.5164444E+001, 3.5213112E+001, 3.5235139E+001, 3.5219702E+001, 3.5170921E+001, 3.5100618E+001, 3.5022309E+001, 3.4950064E+001, 3.4895845E+001, 3.4865172E+001, 3.4855847E+001, 3.4860819E+001, 3.4873398E+001, 3.4890159E+001, 3.4909334E+001, 3.4928859E+001
 2.9119428E-002, 3.5193109E+001, 3.5247330E+001, 3.5275161E+001, 3.5261696E+001, 3.5206578E+001, 3.5121566E+001, 3.5024384E+001, 3.4933945E+001, 3.4865373E+001, 3.4825172E+001, 3.4811257E+001, 3.4816962E+001, 3.4835182E+001, 3.4860516E+001, 3.4888672E+001, 3.4915873E+001
 2.9230571E-002, 3.5176880E+001, 3.5227961E+001, 3.5260672E+001, 3.5259085E+001, 3.5216055E+001, 3.5137607E+001, 3.5040619E+001, 3.4946186E+001, 3.4872035E+001, 3.4826426E+001, 3.4808276E+001, 3.4811906E+001, 3.4830606E+001, 3.4858043E+001, 3.4888463E+001, 3.4917252E+001
 2.9341714E-002, 3.5124119E+001, 3.5163910E+001, 3.5198110E+001, 3.5213359E+001, 3.5196039E+001, 3.5142943E+001, 3.5065156E+001, 3.4982057E+001, 3.4912149E+001, 3.4865771E+001, 3.4844082E+001, 3.4843239E+001, 3.4857618E+001, 3.4880936E+001, 3.4907154E+001, 3.4931751E+001
 2.9452857E-002, 3.5049563E+001, 3.5072400E+001, 3.5103548E+001, 3.5135029E+001, 3.5149180E+001, 3.5133177E+001, 3.5089116E+001, 3.5030813E+001, 3.4974826E+001, 3.4932860E+001, 3.4909089E+001, 3.4902372E+001, 3.4908836E+001, 3.4923166E+001, 3.4940127E+001, 3.4956074E+001
 2.9564000E-002, 3.4971589E+001, 3.4975628E+001, 3.4999431E+001, 3.5041609E+001, 3.5084051E+001, 3.5106957E+001, 3.5103018E+001, 3.5077983E+001, 3.5043739E+001, 3.5011613E+001, 3.4988426E+001, 3.4976089E+001, 3.4973024E+001, 3.4975709E+001, 3.4980592E+001, 3.4985452E+001
 2.9675143E-002, 3.4908439E+001, 3.4896070E+001, 3.4909700E+001, 3.4953893E+001, 3.5013733E+001, 3.5067173E+001, 3.5099931E+001, 3.5109388E+001, 3.5100961E+001, 3.5083393E+001, 3.5064529E+001, 3.5048752E+001, 3.5036956E+001, 3.5028017E+001, 3.5020654E+001, 3.5014336E+001
 2.9786285E-002, 3.4873976E+001, 3.4851209E+001, 3.4854200E+001, 3.4891241E+001, 3.4953233E+001, 3.5021165E+001, 3.5078271E+001, 3.5115597E+001, 3.5131872E+001, 3.5131393E+001, 3.5120692E+001, 3.5105125E+001, 3.5087647E+001, 3.5069723E+001, 3.5052542E+001, 3.5037237E+001
 2.9897428E-002, 3.4874183E+001, 3.4849090E+001, 3.4843681E+001, 3.4866825E+001, 3.4916015E+001, 3.4979456E+001, 3.5042991E+001, 3.5095134E+001, 3.5129459E+001, 3.5145038E+001, 3.5144941E+001, 3.5133536E+001, 3.5114855E+001, 3.5092569E+001, 3.5070044E+001, 3.5049756E+001
 3.0008571E-002, 3.4905711E+001, 3.4886273E+001, 3.4876924E+001, 3.4883987E+001, 3.4910242E+001, 3.4952860E+001, 3.5004338E+001, 3.5055067E+001, 3.5096419E+001, 3.5122960E+001, 3.5133183E+001, 3.5128773E+001, 3.5113516E+001, 3.5092340E+001, 3.5069978E+001, 3.5049648E+001
 3.0119714E-002, 3.4957193E+001, 3.4949147E+001, 3.4941209E+001, 3.4935045E+001, 3.4935869E+001, 3.4948657E+001, 3.4974251E+001, 3.5008524E+001, 3.5044181E+001, 3.5073411E+001, 3.5090528E+001, 3.5093743E+001, 3.5085352E+001, 3.5070206E+001, 3.5053227E+001, 3.5037584E+001
 3.0230857E-002, 3.5012967E+001, 3.5018343E+001, 3.5016296E+001, 3.5003397E+001, 3.4984020E+001, 3.4967456E+001, 3.4961779E+001, 3.4969961E+001, 3.4989051E+001, 3.5011766E+001, 3.5030058E+001, 3.5039066E+001, 3.5038832E+001, 3.5032805E+001, 3.5024813E+001, 3.5017195E+001
 3.0342000E-002, 3.5057845E+001, 3.5074691E+001, 3.5080684E+001, 3.5068577E+001, 3.5039438E+001, 3.5002440E+001, 3.4969559E+001, 3.4950068E+001, 3.4946832E+001, 3.4955781E+001, 3.4969100E+001, 3.4980292E+001, 3.4987106E+001, 3.4990663E+001, 3.4992720E+001, 3.4994223E+001
 3.0453143E-002, 3.5081277E+001, 3.5104598E+001, 3.5117906E+001, 3.5112539E+001, 3.5085370E+001, 3.5041665E+001, 3.4993078E+001, 3.4952437E+001, 3.4927929E+001, 3.4920208E+001, 3.4924118E+001, 3.4933435E+001, 3.4944295E+001, 3.4955268E+001, 3.4965686E+001, 3.4974938E+001
 3.0564285E-002, 3.5079681E+001, 3.5103161E+001, 3.5120680E+001, 3.5124792E+001, 3.5108929E+001, 3.5072423E+001, 3.5022918E+001, 3.4973219E+001, 3.4934720E+001, 3.4912663E+001, 3.4905939E+001, 3.4910286E+001, 3.4921356E+001, 3.4935726E+001, 3.4950679E+001, 3.4964332E+001
 3.0675428E-002, 3.5056534E+001, 3.5074405E+001, 3.5091863E+001, 3.5104697E+001, 3.5104789E+001, 3.5085613E+001, 3.5048662E+001, 3.5003499E+001, 3.4961891E+001, 3.4932094E+001, 3.4916984E+001, 3.4915166E+001, 3.4922996E+001, 3.4936187E+001, 3.4950945E+001, 3.4964729E+001
 3.0786571E-002, 3.5020590E+001, 3.5029106E+001, 3.5042472E+001, 3.5060589E+001, 3.5076043E+001, 3.5078311E+001, 3.5062503E+001, 3.5032914E+001, 3.4999089E+001, 3.4970036E+001, 3.4951281E+001, 3.4944187E+001, 3.4946686E+001, 3.4954936E+001, 3.4965276E+001, 3.4975257E+001
 3.0897714E-002, 3.4983025E+001, 3.4981262E+001, 3.4987908E+001, 3.5006591E+001, 3.5032456E+001, 3.5053885E+001, 3.5061180E+001, 3.5052868E+001, 3.5034544E+001, 3.5013833E+001, 3.4996944E+001, 3.4987041E+001, 3.4983935E+001, 3.4985298E+001, 3.4988646E+001, 3.4992287E+001
 3.1008857E-002, 3.4954367E+001, 3.4944266E+001, 3.4943653E+001, 3.4958404E+001, 3.4987128E+001, 3.5020209E+001, 3.5046066E+001, 3.5058454E+001, 3.5058355E+001, 3.5050531E+001, 3.5040031E+001, 3.5030447E+001, 3.5023167E+001, 3.5017876E+001, 3.5013866E+001, 3.5010620E+001
 3.1120000E-002, 3.4941893E+001, 3.4927610E+001, 3.4921360E+001, 3.4929156E+001, 3.4952781E+001, 3.4987047E+001, 3.5022046E+001, 3.5049033E+001, 3.5064726E+001, 3.5070330E+001, 3.5068524E+001, 3.5062052E+001, 3.5053130E+001, 3.5043307E+001, 3.5033689E+001, 3.5025004E+001
 3.1231143E-002, 3.4947952E+001, 3.4934631E+001, 3.4925982E+001, 3.4926059E+001, 3.4938473E+001, 3.4963468E+001, 3.4995997E+001, 3.5027918E+001, 3.5052988E+001, 3.5068857E+001, 3.5075393E+001, 3.5073687E+001, 3.5065908E+001, 3.5054787E+001, 3.5042781E+001, 3.5031582E+001
 3.1342285E-002, 3.4969498E+001, 3.4961732E+001, 3.4954484E+001, 3.4948482E+001, 3.4947267E+001, 3.4955700E+001, 3.4975243E+001, 3.5001501E+001, 3.5027478E+001, 3.5047957E+001, 3.5060158E+001, 3.5063323E+001, 3.5058880E+001, 3.5049813E+001, 3.5039126E+001, 3.5028910E+001
 3.1453428E-002, 3.4998995E+001, 3.4999382E+001, 3.4996622E+001, 3.4988013E+001, 3.4975313E+001, 3.4965528E+001, 3.4965905E+001, 3.4977851E+001, 3.4996396E+001, 3.5014947E+001, 3.5028717E+001, 3.5035379E+001, 3.5035285E+001, 3.5030795E+001, 3.5024541E+001, 3.5018328E+001
 3.1564571E-002, 3.5026625E+001, 3.5034909E+001, 3.5037971E+001, 3.5030884E+001, 3.5012767E+001, 3.4989527E+001, 3.4971096E+001, 3.4964623E+001, 3.4969661E+001, 3.4980520E+001, 3.4991521E+001, 3.4999332E+001, 3.5003230E+001, 3.5004334E+001, 3.5004132E+001, 3.5003551E+001
 3.1675714E-002, 3.5043349E+001, 3.5056535E+001, 3.5064595E+001, 3.5062397E+001, 3.5046715E+001, 3.5019618E+001, 3.4989421E+001, 3.4966512E+001, 3.4956020E+001, 3.4955667E+001, 3.4960496E+001, 3.4966895E+001, 3.4973262E+001, 3.4979228E+001, 3.4984720E+001, 3.4989520E+001
 3.1786857E-002, 3.5043951E+001, 3.5057425E+001, 3.5067903E+001, 3.5072032E+001, 3.5065448E+001, 3.5045312E+001, 3.5014671E+001, 3.4983090E+001, 3.4960030E+001, 3.4948282E+001, 3.4945422E+001, 3.4948402E+001, 3.4955053E+001, 3.4963650E+001, 3.4972640E+001, 3.4980816E+001
 3.1898000E-002, 3.5028959E+001, 3.5038240E+001, 3.5047834E+001, 3.5057293E+001, 3.5062674E+001, 3.5057242E+001, 3.5037475E+001, 3.5008265E+001, 3.4980066E+001, 3.4960433E+001, 3.4950766E+001, 3.4949447E+001, 3.4954193E+001, 3.4962402E+001, 3.4971615E+001, 3.4980135E+001
 3.2009143E-002, 3.5004548E+001, 3.5006968E+001, 3.5012889E+001, 3.5024635E+001, 3.5039931E+001, 3.5050782E+001, 3.5048717E+001, 3.5032142E+001, 3.5008440E+001, 3.4987362E+001, 3.4974049E+001, 3.4968943E+001, 3.4970242E+001, 3.4975256E+001, 3.4981486E+001, 3.4987378E+001
 3.2120285E-002, 3.4980205E+001, 3.4975836E+001, 3.4976787E+001, 3.4986917E+001, 3.5006120E+001, 3.5028194E+001, 3.5043445E+001, 3.5044910E+001, 3.5034050E+001, 3.5018898E+001, 3.5006522E+001, 3.4999418E+001, 3.4996901E+001, 3.4997096E+001, 3.4998338E+001, 3.4999722E+001
 3.2231428E-002, 3.4964976E+001, 3.4956422E+001, 3.4952987E+001, 3.4958341E+001, 3.4974171E+001, 3.4998172E+001, 3.5023455E+001, 3.5041190E+001, 3.5046765E+001, 3.5043093E+001, 3.5036163E+001, 3.5029633E+001, 3.5024307E+001, 3.5019846E+001, 3.5015978E+001, 3.5012664E+001
 3.2342571E-002, 3.4963863E+001, 3.4955067E+001, 3.4949398E+001, 3.4948906E+001, 3.4956027E+001, 3.4972603E+001, 3.4997021E+001, 3.5022738E+001, 3.5041786E+001, 3.5050876E+001, 3.5052102E+001, 3.5048672E+001, 3.5042653E+001, 3.5035438E+001, 3.5028193E+001, 3.5021653E+001
 3.2453714E-002, 3.4976012E+001, 3.4970627E+001, 3.4965567E+001, 3.4960673E+001, 3.4957891E+001, 3.4961641E+001, 3.4975480E+001, 3.4997940E+001, 3.5021905E+001, 3.5039836E+001, 3.5048841E+001, 3.5050007E+001, 3.5045758E+001, 3.5038700E+001, 3.5030950E+001, 3.5023705E+001
 3.2564857E-002, 3.4995477E+001, 3.4995513E+001, 3.4993485E+001, 3.4987396E+001, 3.4977798E+001, 3.4969212E+001, 3.4968017E+001, 3.4977989E+001, 3.4996361E+001, 3.5015367E+001, 3.5028509E+001, 3.5033961E+001, 3.5033259E+001, 3.5029116E+001, 3.5023762E+001, 3.5018438E+001
 3.2676000E-002, 3.5014047E+001, 3.5019315E+001, 3.5021429E+001, 3.5017571E+001, 3.5006688E+001, 3.4991266E+001, 3.4977282E+001, 3.4971492E+001, 3.4976535E+001, 3.4988329E+001, 3.5000021E+001, 3.5007538E+001, 3.5010630E+001, 3.5010882E+001, 3.5009773E+001, 3.5008172E+001
 3.2787143E-002, 3.5024719E+001, 3.5033166E+001, 3.5038894E+001, 3.5039411E+001, 3.5032533E+001, 3.5017804E+001, 3.4998276E+001, 3.4980408E+001, 3.4970583E+001, 3.4970160E+001, 3.4975293E+001, 3.4981579E+001, 3.4986998E+001, 3.4991272E+001, 3.4994552E+001, 3.4997028E+001
 3.2898285E-002, 3.5024251E+001, 3.5032939E+001, 3.5040457E+001, 3.5045465E+001, 3.5045520E+001, 3.5037672E+001, 3.5021162E+001, 3.4999559E+001, 3.4979847E+001, 3.4967762E+001, 3.4964117E+001, 3.4966316E+001, 3.4971555E+001, 3.4977849E+001, 3.4983980E+001, 3.4989352E+001
 3.3009428E-002, 3.5013927E+001, 3.5020195E+001, 3.5027208E+001, 3.5035054E+001, 3.5041886E+001, 3.5043577E+001, 3.5036295E+001, 3.5019818E+001, 3.4998922E+001, 3.4980778E+001, 3.4970086E+001, 3.4967199E+001, 3.4969924E+001, 3.4975538E+001, 3.4981967E+001, 3.4988001E+001
 3.3120571E-002, 3.4998526E+001, 3.5000937E+001, 3.5005635E+001, 3.5013873E+001, 3.5024896E+001, 3.5034877E+001, 3.5038617E+001, 3.5032877E+001, 3.5018960E+001, 3.5002458E+001, 3.4989451E+001, 3.4982814E+001, 3.4981958E+001, 3.4984677E+001, 3.4988888E+001, 3.4993191E+001
 3.3231714E-002, 3.4984209E+001, 3.4982995E+001, 3.4984773E+001, 3.4991308E+001, 3.5002914E+001, 3.5017150E+001, 3.5029316E+001, 3.5034873E+001, 3.5032084E+001, 3.5023292E+001, 3.5013263E+001, 3.5005777E+001, 3.5001916E+001, 3.5000886E+001, 3.5001400E+001, 3.5002393E+001
 3.3342857E-002, 3.4976211E+001, 3.4973134E+001, 3.4972817E+001, 3.4976723E+001, 3.4985744E+001, 3.4999240E+001, 3.5014434E+001, 3.5027312E+001, 3.5034548E+001, 3.5035316E+001, 3.5031524E+001, 3.5026067E+001, 3.5020936E+001, 3.5016873E+001, 3.5013806E+001, 3.5011379E+001
 3.3454000E-002, 3.4977105E+001, 3.4974805E+001, 3.4974307E+001, 3.4976068E+001, 3.4980812E+001, 3.4989430E+001, 3.5001697E+001, 3.5015468E+001, 3.5027491E+001, 3.5035053E+001, 3.5037297E+001, 3.5035235E+001, 3.5030720E+001, 3.5025447E+001, 3.5020407E+001, 3.5015972E+001
 3.3565143E-002, 3.4986105E+001, 3.4987139E+001, 3.4988719E+001, 3.4989926E+001, 3.4990634E+001, 3.4992428E+001, 3.4997322E+001, 3.5005656E+001, 3.5015576E+001, 3.5024169E+001, 3.5029085E+001, 3.5029640E+001, 3.5026838E+001, 3.5022428E+001, 3.5017825E+001, 3.5013741E+001
 3.3676285E-002, 3.4999524E+001, 3.5005453E+001, 3.5010874E+001, 3.5013608E+001, 3.5012314E+001, 3.5008123E+001, 3.5004093E+001, 3.5002821E+001, 3.5004683E+001, 3.5008059E+001, 3.5010771E+001, 3.5011473E+001, 3.5010266E+001, 3.5008196E+001, 3.5006263E+001, 3.5004871E+001
 3.3787428E-002, 3.5012247E+001, 3.5023116E+001, 3.5033075E+001, 3.5039233E+001, 3.5039096E+001, 3.5032240E+001, 3.5021023E+001, 3.5009248E+001, 3.4999776E+001, 3.4993386E+001, 3.4989494E+001, 3.4987331E+001, 3.4986563E+001, 3.4987199E+001, 3.4989134E+001, 3.4991864E+001
 3.3898571E-002, 3.5019760E+001, 3.5034231E+001, 3.5048285E+001, 3.5059063E+001, 3.5063303E+001, 3.5058374E+001, 3.5044258E+001, 3.5024342E+001, 3.5003519E+001, 3.4985593E+001, 3.4972544E+001, 3.4965107E+001, 3.4963129E+001, 3.4965684E+001, 3.4971286E+001, 3.4978213E+001
 3.4009714E-002, 3.5020049E+001, 3.5036164E+001, 3.5053185E+001, 3.5068848E+001, 3.5079584E+001, 3.5080613E+001, 3.5068675E+001, 3.5045108E+001, 3.5015655E+001, 3.4987100E+001, 3.4964489E+001, 3.4950553E+001, 3.4945789E+001, 3.4948708E+001, 3.4956635E+001, 3.4966694E+001
 3.4120857E-002, 3.5014620E+001, 3.5030897E+001, 3.5049833E+001, 3.5069825E+001, 3.5087253E+001, 3.5095925E+001, 3.5089740E+001, 3.5067120E+001, 3.5033075E+001, 3.4996486E+001, 3.4965444E+001, 3.4944859E+001, 3.4936161E+001, 3.4937759E+001, 3.4946291E+001, 3.4958040E+001
 3.4232000E-002, 3.5008094E+001, 3.5024462E+001, 3.5045075E+001, 3.5068459E+001, 3.5090812E+001, 3.5105554E+001, 3.5105285E+001, 3.5085964E+001, 3.5050667E+001, 3.5008825E+001, 3.4970943E+001, 3.4944103E+001, 3.4930872E+001, 3.4930002E+001, 3.4937974E+001, 3.4950529E+001
 3.4343143E-002, 3.5006389E+001, 3.5024515E+001, 3.5047772E+001, 3.5073873E+001, 3.5098319E+001, 3.5114867E+001, 3.5116705E+001, 3.5099060E+001, 3.5063059E+001, 3.5017261E+001, 3.4973453E+001, 3.4940682E+001, 3.4922845E+001, 3.4919376E+001, 3.4926878E+001, 3.4940613E+001
 3.4454285E-002, 3.5014232E+001, 3.5037046E+001, 3.5064974E+001, 3.5093971E+001, 3.5118127E+001, 3.5131463E+001, 3.5128935E+001, 3.5107201E+001, 3.5066960E+001, 3.5015594E+001, 3.4965129E+001, 3.4926166E+001, 3.4904031E+001, 3.4898947E+001, 3.4907522E+001, 3.4924265E+001
 3.4565428E-002, 3.5033152E+001, 3.5063782E+001, 3.5098840E+001, 3.5131986E+001, 3.5155266E+001, 3.5162025E+001, 3.5148708E+001, 3.5114812E+001, 3.5063030E+001, 3.5000997E+001, 3.4940894E+001, 3.4894498E+001, 3.4868448E+001, 3.4863516E+001, 3.4875795E+001, 3.4898462E+001
 3.4676571E-002, 3.5061046E+001, 3.5101683E+001, 3.5145912E+001, 3.5185168E+001, 3.5209128E+001, 3.5209109E+001, 3.5181400E+001, 3.5128114E+001, 3.5055933E+001, 3.4975489E+001, 3.4900571E+001, 3.4844293E+001, 3.4814343E+001, 3.4811451E+001, 3.4830393E+001, 3.4862272E+001
 3.4787714E-002, 3.5093618E+001, 3.5144887E+001, 3.5199254E+001, 3.5246423E+001, 3.5273758E+001, 3.5269503E+001, 3.5227780E+001, 3.5151572E+001, 3.5051880E+001, 3.4944946E+001, 3.4848867E+001, 3.4779226E+001, 3.4744659E+001, 3.4745118E+001, 3.4773191E+001, 3.4817155E+001
 3.4898857E-002, 3.5126996E+001, 3.5188165E+001, 3.5252415E+001, 3.5308196E+001, 3.5340813E+001, 3.5335297E+001, 3.5282538E+001, 3.5184353E+001, 3.5054482E+001, 3.4915639E+001, 3.4792870E+001, 3.4706193E+001, 3.4665615E+001, 3.4669799E+001, 3.4708459E+001, 3.4766419E+001
 3.5010000E-002, 3.5160148E+001, 3.5230067E+001, 3.5303142E+001, 3.5366574E+001, 3.5403762E+001, 3.5397353E+001, 3.5335821E+001, 3.5219091E+001, 3.5061256E+001, 3.4889913E+001, 3.4738013E+001, 3.4631920E+001, 3.4583964E+001, 3.4591570E+001, 3.4641267E+001, 3.4714045E+001
 3.5121142E-002, 3.5195765E+001, 3.5273992E+001, 3.5354767E+001, 3.5423330E+001, 3.5460987E+001, 3.5449413E+001, 3.5377268E+001, 3.5244185E+001, 3.5063211E+001, 3.4863627E+001, 3.4684660E+001, 3.4559616E+001, 3.4504150E+001, 3.4515021E+001, 3.4575734E+001, 3.4663393E+001
 3.5232285E-002, 3.5239049E+001, 3.5326518E+001, 3.5414369E+001, 3.5484603E+001, 3.5515939E+001, 3.5490475E+001, 3.5400426E+001, 3.5248742E+001, 3.5048331E+001, 3.4827285E+001, 3.4627439E+001, 3.4487522E+001, 3.4426740E+001, 3.4441880E+001, 3.4513919E+001, 3.4616338E+001
 3.5343428E-002, 3.5294976E+001, 3.5393760E+001, 3.5488570E+001, 3.5556803E+001, 3.5574101E+001, 3.5523993E+001, 3.5405026E+001, 3.5227511E+001, 3.5007339E+001, 3.4770682E+001, 3.4558091E+001, 3.4410357E+001, 3.4349080E+001, 3.4371267E+001, 3.4455889E+001, 3.4573283E+001
 3.5454571E-002, 3.5365452E+001, 3.5477687E+001, 3.5579176E+001, 3.5641858E+001, 3.5638314E+001, 3.5554235E+001, 3.5395730E+001, 3.5182988E+001, 3.4938587E+001, 3.4688721E+001, 3.4470574E+001, 3.4323155E+001, 3.4267987E+001, 3.4301546E+001, 3.4401004E+001, 3.4534051E+001
 3.5565714E-002, 3.5447866E+001, 3.5574342E+001, 3.5681041E+001, 3.5734461E+001, 3.5705095E+001, 3.5581793E+001, 3.5377971E+001, 3.5123357E+001, 3.4849216E+001, 3.4585139E+001, 3.4365711E+001, 3.4225581E+001, 3.4183213E+001, 3.4232936E+001, 3.4349802E+001, 3.4499225E+001
 3.5676857E-002, 3.5535700E+001, 3.5674847E+001, 3.5783219E+001, 3.5822789E+001, 3.5764075E+001, 3.5600967E+001, 3.5353349E+001, 3.5057446E+001, 3.4751846E+001, 3.4472002E+001, 3.4252840E+001, 3.4124428E+001, 3.4099896E+001, 3.4169514E+001, 3.4305502E+001, 3.4471212E+001
